element,name,name_norm,brand,brand_norm,amenity,shop,tourism,category,category_final,cuisine,cuisine_clean,opening_hours,opening_hours_norm,is_24_7,mo_open,mo_close,tu_open,tu_close,we_open,we_close,th_open,th_close,fr_open,fr_close,sa_open,sa_close,su_open,su_close,wheelchair,wheelchair_accessible,takeaway,has_takeaway,addr:street,addr_norm,poi_text
node,unknown,unknown,,,vending_machine,,,vending_machine,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,Creston Community Convergence Intersection Painting,creston community convergence intersection painting,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,creston community convergence intersection painting artwork
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,unknown,unknown,,,parking,,,parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,unknown,unknown,,,parking,,,parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,unknown,unknown,,,bicycle_parking,,,bicycle_parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,Jade's Jewel Intersection Painting,jade's jewel intersection painting,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,jade's jewel intersection painting artwork
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,Northeast Siskiyou Street,northeast siskiyou street,,,,,information,information,information,,,,,False,,,,,,,,,,,,,,,,0,,0,,,northeast siskiyou street information
node,Northeast 132nd Avenue,northeast 132nd avenue,,,,,information,information,information,,,,,False,,,,,,,,,,,,,,,,0,,0,,,northeast 132nd avenue information
node,unknown,unknown,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown artwork
node,Jarrett Grove Intersection Painting,jarrett grove intersection painting,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,jarrett grove intersection painting artwork
node,Pod,pod,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,pod artwork
node,Lovejoy Columns,lovejoy columns,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,lovejoy columns artwork
node,Ken's Artisan Bakery Annex,ken's artisan bakery annex,,,,bakery,,bakery,bakery,,,Fr-Su 07:00-14:00,Fr-Su 07:00-14:00,False,,,,,,,,,07:00,14:00,07:00,14:00,07:00,14:00,,0,,0,Northwest 21st Avenue,northwest 21st avenue,ken's artisan bakery annex bakery northwest 21st avenue
node,KFC,kfc,KFC,kfc,fast_food,,,fast_food,fast_food,chicken,chicken,"Mo-Su 10:00-22:00; Fr,Sa 10:00-23:00","Mo-Su 10:00-22:00; Fr,Sa 10:00-23:00",False,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,23:00,10:00,23:00,10:00,22:00,,0,yes,1,Southeast Powell Boulevard,southeast powell boulevard,kfc kfc fast_food chicken southeast powell boulevard
node,Chevron,chevron,Chevron,chevron,fuel,,,fuel,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,chevron chevron transport
node,New Thai Blues,new thai blues,,,restaurant,,,restaurant,restaurant,thai,thai,,,False,,,,,,,,,,,,,,,,0,,0,,,new thai blues restaurant thai
node,Stumptown,stumptown,,,cafe,,,cafe,cafe,coffee_shop,coffee,Mo-Fr 06:30-17:00; Sa-Su 07:00-17:00,Mo-Fr 06:30-17:00; Sa-Su 07:00-17:00,False,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,07:00,17:00,07:00,17:00,yes,1,,0,Southeast Division Street,southeast division street,stumptown cafe coffee southeast division street
node,Ken's Artisan Bakery,ken's artisan bakery,,,,bakery,,bakery,bakery,,,Mo-Su 08:00-16:00,Mo-Su 08:00-16:00,False,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,0,yes,1,Northwest 21st Avenue,northwest 21st avenue,ken's artisan bakery bakery northwest 21st avenue
node,Franz,franz,Franz,franz,,bakery,,bakery,bakery,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 11th Avenue,northeast 11th avenue,franz franz bakery northeast 11th avenue
node,7-Eleven,7-eleven,7-Eleven,7-eleven,,convenience,,convenience,convenience,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Powell Boulevard,southeast powell boulevard,7-eleven 7-eleven convenience southeast powell boulevard
node,Starbucks,starbucks,Starbucks,starbucks,cafe,,,cafe,cafe,coffee_shop,coffee,,,False,,,,,,,,,,,,,,,,0,yes,1,West Burnside Street,west burnside street,starbucks starbucks cafe coffee west burnside street
node,Chase,chase,Chase,chase,bank,,,bank,bank,,,"Mo-Fr 09:00-18:00, Sa 09:00-13:00","Mo-Fr 09:00-18:00, Sa 09:00-13:00",False,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,0,,0,West Burnside Street,west burnside street,chase chase bank west burnside street
node,HomeStreet Bank,homestreet bank,HomeStreet Bank,homestreet bank,bank,,,bank,bank,,,Mo-Fr 09:00-17:00,Mo-Fr 09:00-17:00,False,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,homestreet bank homestreet bank bank northwest 23rd avenue
node,Henry Higgins Boiled Bagels,henry higgins boiled bagels,,,restaurant,,,restaurant,restaurant,,,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,henry higgins boiled bagels restaurant northwest 23rd avenue
node,Portal Tea,portal tea,,,cafe,,,cafe,cafe,tea,tea,10:00-21:00,10:00-21:00,False,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,portal tea cafe tea northwest 23rd avenue
node,Pepino's,pepino's,,,restaurant,,,restaurant,restaurant,mexican,mexican,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,pepino's restaurant mexican northwest 23rd avenue
node,Snappy's,snappy's,,,fast_food,,,fast_food,fast_food,sandwich,sandwich,Mo-Su 10:30-19:30,Mo-Su 10:30-19:30,False,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,snappy's fast_food sandwich northwest 23rd avenue
node,Tara Thai Northwest,tara thai northwest,,,restaurant,,,restaurant,restaurant,thai;lao,thai lao,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,tara thai northwest restaurant thai lao northwest 23rd avenue
node,Case Study Coffee Roasters,case study coffee roasters,,,cafe,,,cafe,cafe,coffee_shop,coffee,07:00-16:00,07:00-16:00,False,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,case study coffee roasters cafe coffee northwest 23rd avenue
node,Matador,matador,,,restaurant,,,restaurant,restaurant,mexican,mexican,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,matador restaurant mexican northwest 23rd avenue
node,Grassa,grassa,,,restaurant,,,restaurant,restaurant,italian,italian,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,grassa restaurant italian northwest 23rd avenue
node,Hem 23 Vietanmese Bar & Grill,hem 23 vietanmese bar & grill,,,restaurant,,,restaurant,restaurant,vietnamese,vietnamese,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,hem 23 vietanmese bar & grill restaurant vietnamese northwest 23rd avenue
node,McMenamins Tavern & Pool,mcmenamins tavern & pool,McMenamins,mcmenamins,pub,,,pub,pub,american,american,"Mo-Tu 11:00-23:00; We-Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-23:00","Mo-Tu 11:00-23:00; We-Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-23:00",False,11:00,23:00,11:00,23:00,11:00,24:00,11:00,24:00,11:00,24:00,00:00,24:00,00:00,23:00,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,mcmenamins tavern & pool mcmenamins pub american northwest 23rd avenue
node,Top Burmese Burma Joy,top burmese burma joy,,,restaurant,,,restaurant,restaurant,burmese;asian,burmese asian,Mo-Su 11:30-21:00,Mo-Su 11:30-21:00,False,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,top burmese burma joy restaurant burmese asian northwest 23rd avenue
node,Lovejoy Grocery,lovejoy grocery,,,,convenience,,convenience,convenience,,,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,lovejoy grocery convenience northwest 23rd avenue
node,Large Metal Pigs,large metal pigs,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,large metal pigs artwork
node,Jo Bar,jo bar,,,pub,,,pub,pub,,,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,jo bar pub northwest 23rd avenue
node,Papa Haydn,papa haydn,,,restaurant,,,restaurant,restaurant,regional,regional,Mo-Sa 11:30-22:00; Su 10:00-22:00,Mo-Sa 11:30-22:00; Su 10:00-22:00,False,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,10:00,22:00,,0,,0,Northwest 23rd Avenue,northwest 23rd avenue,papa haydn restaurant regional northwest 23rd avenue
node,Public Drinking Fountain,public drinking fountain,,,drinking_water,,,drinking_water,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,public drinking fountain utility
node,Facing the Crowd,facing the crowd,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,facing the crowd artwork
node,unknown,unknown,,,toilets,,,toilets,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,Jeanne d'Arc Memorial,jeanne d'arc memorial,,,,,artwork,artwork,artwork,,,,,False,,,,,,,,,,,,,,,,0,,0,,,jeanne d'arc memorial artwork
node,unknown,unknown,,,drinking_water,,,drinking_water,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,Hop City Tavern,hop city tavern,,,restaurant,,,restaurant,restaurant,,,06:30-23:30,06:30-23:30,False,06:30,23:30,06:30,23:30,06:30,23:30,06:30,23:30,06:30,23:30,06:30,23:30,06:30,23:30,,0,,0,Southwest 6th Avenue,southwest 6th avenue,hop city tavern restaurant southwest 6th avenue
node,KeyBank,keybank,KeyBank,keybank,bank,,,bank,bank,,,Mo-Th 09:00-17:00; Fr 09:00-17:30,Mo-Th 09:00-17:00; Fr 09:00-17:30,False,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:30,,,,,,0,,0,Southwest 6th Avenue,southwest 6th avenue,keybank keybank bank southwest 6th avenue
node,Katie's Cafe,katie's cafe,,,fast_food,,,fast_food,fast_food,sandwich,sandwich,,,False,,,,,,,,,,,,,,,no,0,,0,Southwest 6th Avenue,southwest 6th avenue,katie's cafe fast_food sandwich southwest 6th avenue
node,Debbie Murdock Memorial Clock Tower,debbie murdock memorial clock tower,,,clock,,,clock,clock,,,,,False,,,,,,,,,,,,,,,,0,,0,,,debbie murdock memorial clock tower clock
node,unknown,unknown,,,bicycle_parking,,,bicycle_parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,unknown,unknown,,,drinking_water,,,drinking_water,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,unknown,unknown,,,drinking_water,,,drinking_water,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,Murata,murata,,,restaurant,,,restaurant,restaurant,japanese,japanese,,,False,,,,,,,,,,,,,,,,0,,0,Southwest Market Street,southwest market street,murata restaurant japanese southwest market street
node,Plaza Deli,plaza deli,,,restaurant,,,restaurant,restaurant,,,,,False,,,,,,,,,,,,,,,,0,,0,Southwest Columbia Street,southwest columbia street,plaza deli restaurant southwest columbia street
node,De Noche at La Fondita,de noche at la fondita,,,restaurant,,,restaurant,restaurant,,,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 8th Avenue,northwest 8th avenue,de noche at la fondita restaurant northwest 8th avenue
node,Portland Arthur Academy Charter School,portland arthur academy charter school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Yamhill Street,southeast yamhill street,portland arthur academy charter school school southeast yamhill street
node,Rose City Cooperative Preschool,rose city cooperative preschool,,,kindergarten,,,kindergarten,kindergarten,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Alameda Street,northeast alameda street,rose city cooperative preschool kindergarten northeast alameda street
node,Saint Therese School,saint therese school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 132nd Avenue,northeast 132nd avenue,saint therese school school northeast 132nd avenue
node,Multnomah Early Childhood Program,multnomah early childhood program,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,,,multnomah early childhood program school
node,NAYA Many Nations Academy (MNA),naya many nations academy (mna),,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Columbia Boulevard,northeast columbia boulevard,naya many nations academy (mna) school northeast columbia boulevard
node,KRRC-FM,krrc-fm,,,studio,,,studio,studio,,,,,False,,,,,,,,,,,,,,,,0,,0,,,krrc-fm studio
node,"Multnomah County Department of Community Justice, Juvenile Services Division","multnomah county department of community justice, juvenile services division",,,courthouse,,,courthouse,other,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 68th Avenue,northeast 68th avenue,"multnomah county department of community justice, juvenile services division other northeast 68th avenue"
node,Belmont Academy,belmont academy,,,kindergarten,,,kindergarten,kindergarten,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Belmont Street,southeast belmont street,belmont academy kindergarten southeast belmont street
node,Class Academy,class academy,,,school,,,school,school,,,Mo-Fr 07:15-17:45,Mo-Fr 07:15-17:45,False,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,07:15,17:45,,,,,yes,1,,0,Northwest Wardway Street,northwest wardway street,class academy school northwest wardway street
node,Faithful Savior Community School,faithful savior community school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Skidmore Street,northeast skidmore street,faithful savior community school school northeast skidmore street
node,Grace Lutheran School,grace lutheran school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast 92nd Avenue,southeast 92nd avenue,grace lutheran school school southeast 92nd avenue
node,Hilltop Early Learning Academy,hilltop early learning academy,,,kindergarten,,,kindergarten,kindergarten,,,Mo-Fr 08:30-16:00,Mo-Fr 08:30-16:00,False,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,0,,0,Southwest Dosch Road,southwest dosch road,hilltop early learning academy kindergarten southwest dosch road
node,Neveh Shalom Foundation School,neveh shalom foundation school,,,kindergarten,,,kindergarten,kindergarten,,,Mo-Fr 07:30-17:30,Mo-Fr 07:30-17:30,False,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,0,,0,,,neveh shalom foundation school kindergarten
node,Portland International Community School,portland international community school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 34th Avenue,northeast 34th avenue,portland international community school school northeast 34th avenue
node,All City Church,all city church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast 67th Avenue,southeast 67th avenue,all city church place_of_worship southeast 67th avenue
node,Celebration Tabernacle,celebration tabernacle,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,North Denver Avenue,north denver avenue,celebration tabernacle place_of_worship north denver avenue
node,Freedom Foursquare Church,freedom foursquare church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast 160th Avenue,southeast 160th avenue,freedom foursquare church place_of_worship southeast 160th avenue
node,Glenfair Family Church,glenfair family church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 143rd Avenue,northeast 143rd avenue,glenfair family church place_of_worship northeast 143rd avenue
node,Albina Christian Life Center,albina christian life center,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,North Willamette Boulevard,north willamette boulevard,albina christian life center place_of_worship north willamette boulevard
node,Lifeline Christian Church,lifeline christian church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,North Albina Avenue,north albina avenue,lifeline christian church place_of_worship north albina avenue
node,Campus Christian Ministry,campus christian ministry,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southwest Montgomery Street,southwest montgomery street,campus christian ministry place_of_worship southwest montgomery street
node,Trinity Fellowship Church,trinity fellowship church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast 67th Avenue,southeast 67th avenue,trinity fellowship church place_of_worship southeast 67th avenue
node,Union Gospel Mission Lifechange Center,union gospel mission lifechange center,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Northwest 3rd Avenue,northwest 3rd avenue,union gospel mission lifechange center place_of_worship northwest 3rd avenue
node,Multnomah Holiness Association,multnomah holiness association,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Holgate Boulevard,southeast holgate boulevard,multnomah holiness association place_of_worship southeast holgate boulevard
node,New Testament Church of God in Christ,new testament church of god in christ,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,,,new testament church of god in christ place_of_worship
node,North Community Church,north community church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,North Mississippi Avenue,north mississippi avenue,north community church place_of_worship north mississippi avenue
node,Hope Lutheran Church of the Deaf,hope lutheran church of the deaf,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Skidmore Street,northeast skidmore street,hope lutheran church of the deaf place_of_worship northeast skidmore street
node,Iglesia de Cristo,iglesia de cristo,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast 131st Avenue,southeast 131st avenue,iglesia de cristo place_of_worship southeast 131st avenue
node,Johrei Fellowship Portland Center,johrei fellowship portland center,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Caruthers Street,southeast caruthers street,johrei fellowship portland center place_of_worship southeast caruthers street
node,Saint Rita Religious Education Center,saint rita religious education center,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,,,saint rita religious education center school
node,Gateway Christian Kindergarten and Preschool,gateway christian kindergarten and preschool,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast San Rafael Street,northeast san rafael street,gateway christian kindergarten and preschool school northeast san rafael street
node,Kerr Youth Center at Wynne Watts School,kerr youth center at wynne watts school,,,school,,,school,school,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 22nd Avenue,northeast 22nd avenue,kerr youth center at wynne watts school school northeast 22nd avenue
node,Saint Michaels Lutheran Church,saint michaels lutheran church,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,,,saint michaels lutheran church place_of_worship
node,Hollywood Library,hollywood library,,,library,,,library,library,,,"Mo-Sa 10:00-18:00; Tu 10:00-20:00; We,Th 12:00-20:00; Su 10:00-17:00; 2025 Aug 01-2026 Feb 28 ""Renovations""","Mo-Sa 10:00-18:00; Tu 10:00-20:00; We,Th 12:00-20:00; Su 10:00-17:00; 2025 Aug 01-2026 Feb 28 ""Renovations""",False,10:00,18:00,10:00,20:00,12:00,20:00,12:00,20:00,10:00,18:00,10:00,18:00,10:00,17:00,,0,,0,Northeast Tillamook Street,northeast tillamook street,hollywood library library northeast tillamook street
node,Sellwood Moreland Library,sellwood moreland library,,,library,,,library,library,,,"Mo 10:00-18:00; Tu,We 12:00-20:00; Th-Sa 10:00-18:00; Su 12:00-18:00","Mo 10:00-18:00; Tu,We 12:00-20:00; Th-Sa 10:00-18:00; Su 12:00-18:00",False,10:00,18:00,12:00,20:00,12:00,20:00,10:00,18:00,10:00,18:00,10:00,18:00,12:00,18:00,,0,,0,Southeast 13th Avenue,southeast 13th avenue,sellwood moreland library library southeast 13th avenue
node,Portland Fire & Rescue,portland fire & rescue,,,fire_station,,,fire_station,fire_station,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Sandy Boulevard,northeast sandy boulevard,portland fire & rescue fire_station northeast sandy boulevard
node,Davies Family Research Library,davies family research library,,,library,,,library,library,,,Tu 13:00-17:00; We-Sa 10:00-17:00,Tu 13:00-17:00; We-Sa 10:00-17:00,False,,,13:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,0,,0,Southwest Park Avenue,southwest park avenue,davies family research library library southwest park avenue
node,Portland'5 Centers for the Arts Box Office,portland'5 centers for the arts box office,,,,ticket,,ticket,other,,,"Mo-Sa 10:00-17:00 || ""and 2 hours prior to show""","Mo-Sa 10:00-17:00 || ""and 2 hours prior to show""",False,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,0,,0,,,portland'5 centers for the arts box office other
node,Aquarian Foundation,aquarian foundation,,,place_of_worship,,,place_of_worship,place_of_worship,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast 20th Avenue,northeast 20th avenue,aquarian foundation place_of_worship northeast 20th avenue
node,unknown,unknown,,,toilets,,,toilets,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,unknown,unknown,,,fountain,,,fountain,fountain,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown fountain
node,unknown,unknown,,,fountain,,,fountain,fountain,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown fountain
node,unknown,unknown,,,post_box,,,post_box,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,Astro,astro,WSCO Petroleum,wsco petroleum,fuel,,,fuel,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,astro wsco petroleum transport
node,Arco,arco,Arco,arco,fuel,,,fuel,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Belmont Street,southeast belmont street,arco arco transport southeast belmont street
node,Wells Fargo,wells fargo,Wells Fargo,wells fargo,atm,,,atm,atm,,,,,False,,,,,,,,,,,,,,,,0,,0,,,wells fargo wells fargo atm
node,Cascade Crest,cascade crest,,,,,attraction,attraction,attraction,,,,,False,,,,,,,,,,,,,,,,0,,0,,,cascade crest attraction
node,unknown,unknown,,,post_box,,,post_box,utility,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown utility
node,Zupan's,zupan's,,,,supermarket,,supermarket,supermarket,,,Mo-Su 06:00-22:00,Mo-Su 06:00-22:00,False,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,,0,,0,West Burnside Street,west burnside street,zupan's supermarket west burnside street
node,Caffe Umbria,caffe umbria,,,cafe,,,cafe,cafe,coffee_shop,coffee,,,False,,,,,,,,,,,,,,,,0,,0,,,caffe umbria cafe coffee
node,unknown,unknown,,,bicycle_parking,,,bicycle_parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,Costello's Travel Caffé,costello's travel caffe,,,restaurant,,,restaurant,restaurant,,,"Mo-Fr 07:00-17:00; Sa,Su 08:00-16:00","Mo-Fr 07:00-17:00; Sa,Su 08:00-16:00",False,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,08:00,16:00,08:00,16:00,,0,,0,Northeast Broadway,northeast broadway,costello's travel caffe restaurant northeast broadway
node,unknown,unknown,,,bicycle_parking,,,bicycle_parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,unknown,unknown,,,bicycle_parking,,,bicycle_parking,transport,,,,,False,,,,,,,,,,,,,,,,0,,0,,,unknown transport
node,Opal's,opal's,,,cafe,,,cafe,cafe,,,Mo-Su 07:00-15:00,Mo-Su 07:00-15:00,False,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,,0,,0,Southeast Morrison Street,southeast morrison street,opal's cafe southeast morrison street
node,Nostrana,nostrana,,,restaurant,,,restaurant,restaurant,italian,italian,,,False,,,,,,,,,,,,,,,,0,,0,Southeast Morrison Street,southeast morrison street,nostrana restaurant italian southeast morrison street
node,The Realm Refillery,the realm refillery,,,,general,,general,other,,,08:00-19:00; PH off; Nov We[4] 08:00-17:00; Dec 24 08:00-17:00; Dec 31 08:00-17:00,08:00-19:00; PH off; Nov We[4] 08:00-17:00; Dec 24 08:00-17:00; Dec 31 08:00-17:00,False,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,yes,1,,0,Northeast Broadway,northeast broadway,the realm refillery other northeast broadway
node,Eyes on Broadway,eyes on broadway,,,,optician,,optician,optician,,,Mo-Fr 09:00-18:00; Tu 07:00-19:00; Sa 09:00-17:00,Mo-Fr 09:00-18:00; Tu 07:00-19:00; Sa 09:00-17:00,False,09:00,18:00,07:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,17:00,,,yes,1,,0,Northeast Broadway,northeast broadway,eyes on broadway optician northeast broadway
node,Iconic,iconic,,,restaurant,,,restaurant,restaurant,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Broadway,northeast broadway,iconic restaurant northeast broadway
node,Cha Cha Cha Taqueria,cha cha cha taqueria,,,restaurant,,,restaurant,restaurant,mexican,mexican,,,False,,,,,,,,,,,,,,,,0,yes,1,Northeast Broadway,northeast broadway,cha cha cha taqueria restaurant mexican northeast broadway
node,Hey! Happy Makers,hey! happy makers,,,arts_centre,,,arts_centre,arts_centre,,,,,False,,,,,,,,,,,,,,,,0,,0,Northeast Broadway,northeast broadway,hey! happy makers arts_centre northeast broadway
node,Portland Music Company,portland music company,,,,music,,music,music,,,Mo-Sa 10:00-18:30,Mo-Sa 10:00-18:30,False,10:00,18:30,10:00,18:30,10:00,18:30,10:00,18:30,10:00,18:30,10:00,18:30,,,,0,,0,Northeast Broadway,northeast broadway,portland music company music northeast broadway
node,Waffle Window,waffle window,,,fast_food,,,fast_food,fast_food,american,american,08:00-21:00,08:00-21:00,False,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,,0,,0,Southeast Hawthorne Boulevard,southeast hawthorne boulevard,waffle window fast_food american southeast hawthorne boulevard
